author	comment	vote
铃兰啊铃兰	爷青结。没必要在怀旧的电影里都给我们展示残酷的现实吧，8个人8只宝贝合个体不好吗！社畜在动画片里都要受到现实无情的鞭笞，太难了。歌也没有好听的。	1
yѧѳ⑉爻	依旧是上来最热情的人物反而是boss/我想拯救你们为什么你们就是不听的套路 多一星给二代出现 V仔兽 虫虫兽 飞虫兽	0
软蛋黄	这情怀卖的真是不怎么样。童年完结	0
阿朽	玩具总动员的成长套路，成长就一定要告别童心吗，倒不如说是自己一点一点的失去了。op还可以跟着唱。	0
恶隐息烙	数码兽世界的乡愁，被选召的孩子们最终也要grow out of it了。出现了一代二代和Tri的人物，正经的续作。主题掐得非常好，成长和peterpan综合征的母题嵌合也很真诚动人。缺点的话……一是主题在Tri里已经讲过了所以有点陈词滥调，二是非要选一代王的两人，放着明明和主题更合适的城户丈与武之内空两个角色不用；三是进化本身并没有体现出角色成长，还是战斗打怪老套路。这片如果是十年前出，我大概会哭成狗吧。但是在初代二十年之后讲这个，当时的观众群年龄已经有点错位了哎……	2
梵目	很不错，回忆	0
坂本的David	最好玩的感觉是，和好朋友去看有点“热血”“狗血”还有点幼稚童趣的大电影，结束之后因为自己哭哭有点不好意思，结果朋友们都说被感动哭了，瞬间觉得啊不丢人大家跟我一样呢哈哈哈哈	2
裸奔的芒果	数码宝贝大冒险之成长的烦恼。非常标准情怀向大作，音乐，故事，经典桥段，角色直接情怀效果拉满，甚至二代角色亲情加盟，好处是有效规避了tri里那些不知所谓的问题，一开始就奠定了全片生离死别的剧本基调让观众做好了爆哭的准备。遗憾是相较于数码兽全片更甚于刻画人类角色，期待的各种究极体展示和大乱斗很少甚至没有，奥米加兽的几场战斗也是显得中规中矩没有亮点。大反派的理念和女神异闻录5系列中的各种伪神尤其类似，打着“为了人类好”的口号就擅自剥夺人类的愿望，记忆，成长的机会......厄俄斯兽的设计华丽有余猎奇不足，反而没有当年的超恶魔兽给人的印象深刻。没有等到本以为最后还会出现一个电脑屏幕上跳出数码蛋的彩蛋，成长和离别的主题现实而残酷，愿有朝一日还能再度梦见那个童年时津津有味盯着的电视上正在播放的数码宝贝的自己。	1
asa	陪男朋友看的 第一次看数码宝贝 差点睡着 扭头一看身旁看电影从不感动的男朋友在默默流眼泪 终于迎来了这场姐弟恋最大的代沟	5
孙智正	和孙阔。泪目。我们的童年“进化”到少年、到青年、到中年、到晚年，我们被迫和童年时心爱的“宝贝”分手。不过应该不是这样的，“宝贝”也会“进化”、也会变形，我们真正爱过的东西不会消失，它们变成了我们的一个部分，永远和我们在一起，直到我们消失（变成人类的一部分，物质的一部分）。	1
Yeraz	吊打tri，除了画风和初代不是一致的，整个剧情流畅度，人设像极了他们该有的。眼含热泪，长大了就没有数码宝贝了，童年的小伙伴只属于童年。	5
阿历克斯	消逝的童年又回来了，开篇进化音乐一起，我这三十岁的大男人泪湿了眼眶，就是那么完全无防备的被击中。想想数码宝贝算是我小学时追的最后一部动画了，那时下了课就往家跑，每每听到音乐都一身鸡皮疙瘩。故事本身专为粉丝定制的倾向很明显，但没有重演旧情节，怀旧部分基本只限于开场大战中。其实倒希望不是新篇，不如让我一次次沉浸在亚古兽进化、加鲁鲁兽进化、天使兽进化、天女兽进化的激燃音乐和战斗场面里。	2
龙皇	特效不错，反映的是一个情怀：人总要长大，总要放弃一些珍贵的东西。	1
穆古架纯	看得出东大妈和编剧的野心并不止于平凡地炒冷饭，但作为第一部的忠实观众并不认为这是一部优秀的作品。首先“被选召的孩子长大成人，数码宝贝就消失”的设定非常奇怪，这是整部电影矛盾的主要冲突点，但关键在于在原世界观下这个新设定并不为人熟悉和信服，所以剧情显得非常拧巴。第二点，重要戏份基本集中在太和身上，群像做得稀烂。尤其是素娜，居然只有区区几个打酱油的镜头。连第二部那几个萝卜头的戏份都比丈美空多，官方偏心的程度可见一斑。唯一可说的大概就是唯美的画风和为数不多的几个戳到我的致敬点吧，鉴于这点给个三星吧。	1
RATION	很遗憾8位被选召的孩子没合体，素娜全片就两个镜头！打斗场面凌乱剧情也一般。振奋人心的除了经典《butterfly》，还是一些细节更让人泪目。太一戴起的护目镜🥽，嘉儿脖子上挂的白口哨，阿和那熟悉的口琴，光子郎甚至用上了三台电脑💻，这些小东西反而勾起我对《数码宝贝》初代的回忆。
结尾好悲伤，数码宝贝都没了。可是难过后想明白后，太一阿和都还是熠熠闪光努力拼搏着。彩蛋中，太一最后选定的毕业论文主题是“人类和数码宝贝共生”。也许我们都需要直面自己的勇气，就像太一一样。在成长中学会和过去告别，我们的人生并没有被决定，所以我们永不放弃。	3
旧书君	搞了一整出侦探戏完全不知道编剧在想什么。意料之外是太一的那一声哨，穿越回1999年的光丘事件，甚至比最后亚古兽和加布兽的离别更加催泪。这个剧场版的核与toystory3是一样的，当然数码宝贝的这个【绊】之于我确实更深。再说一次再见。	0
怪兽老子	喜欢，之前看过其他的	0
夜雨御迁琉	除了OP一文不值	5
极圈里的燕鱼	大人们为孩童最后的固执唱响的哀歌。配乐光影颜色全都是为了煽情，但是梦境般的斑斓真美啊。落英缤纷中，夕阳迟暮时，朦胧的相遇，无声的告别。是否每一个沉湎于童年回忆的人，年少时都希望快点长大成人呢。	0
LeungChanXXX	时至今日，跟着动画成长的观众基本上也来到了跟主角一样的困境，成年人的世界各有各忙，需要面对更多的迷茫与取舍。基于这一讨巧的设定，“告别”的主题则显得更为残忍也更令人感同身受。而当真正坐在冷清的电影院时，大部分的观感反而集中在“以为遗忘的东西其实历历在目”或是“一旦迈过某些人生阶段就再也回不去”这些可能与剧情本身关系不大的感受。已经说不清回忆一旦美化会在多大程度上掩盖作品本身的明显缺点，更说不清“听到主题曲会忍不住流泪”是不是成为了一种肌肉记忆。	1
羽小凉	这片子为什么没彩蛋。	2
sea+biscuit	一个成年人想找回一点童年走进影院，荧幕把你带回童年时住的那个房间，看起来一切都是原来的样子，突然灯被熄灭，黑暗中出现了一扇只有些许光亮的门，一个声音响起。"别看了，赶紧离开，你的童年回不去了，接受现实吧。"你走进那扇门，门后是什么谁也不清楚，只能前进。- 几乎从头哭到尾...主题曲响起，亚古兽进化...最后悄无声息的别离，影院里静悄悄的，哭也要静悄悄的。- 成长和离别为什么一定要对呢 携手前进不可以吗 - 回忆 美好 是虚假的 无法成长的 ？ - 和《姜子牙》不同,这次日语版影厅里绝大多数都是成年热，一个妈妈带着婴儿一起看，婴儿期间哭了好几次，妈妈只能带着她出去哄，影片结束的最后一刻，婴儿大哭。- 主动接受和被动接受 -勇气和逃避？	1
山芋芒果味儿的	不知是不是长大的缘故 感觉电影剧情有点迷之煽情和跳脱、开头甚至一丝好莱坞超级英雄片的感觉...anyway，再见到我童年最爱动画真的太太太好哭了，依然爱数码宝贝，就算我们长大了，也要在不同的世界里相信和守护彼此呀	2
奶 嘎 牛	童年经典回忆，20年的历程，人物角色也长大了。最让人感动的还是人与数码宝贝的羁绊和亲情友情。	1
SHINN	忘记过去，活在当下，放眼未来。	4
Derp McDerp	在电影院从头哭到尾……哭到后面心想，害！又是用永别来赚眼泪，最后肯定还是大团圆的嘛……结果……哎我哭死。小时候寒假天天看，看完之后还在百度百科上搜大家长大之后都发生了什么事，那时最多就是阿丈要上医学院。转眼间十多年过去了，他们长大了，我也长大了……谁都不想长大，可谁都要向前走啊……	4
宅拾叁	真情怀。	0
金田田向上	本数码宝贝脑残粉看了觉得很难过，不认同也不接受这个设定，我的整个关于数码宝贝的三观都被改变了，第一部结尾的时候告诉我“通往数码宝贝世界的大门一定会再度开启，只要永远记住数码宝贝”，第二部的时候跟我说“翻开新一页冒险之页的就是你们！”
这些我都信了，结果到现在你跟我说，随着年龄的增长，和数码宝贝的羁绊和伙伴关系会逐渐消失，但我们依然要负重前行，这也太不把我爱了那么多年的数码宝贝当回事了吧，为啥子成长就不能跟数码宝贝一起，为什么只有抛弃过去才能向前看，就不能谋得一个共存吗，能做到这点才算是真正的成长吧。（表白从小就爱的光子郎，我眼光真好（（或许能在电影院看数码宝贝，听到光叔的op就已经够了	4
Dr.ConsTantine	总要负重前行啊！	1
司小幽	数次泪目，“长大后，就要分开吗？”当亚古兽问到太一这句话时，泪点瞬间就被戳中了。看数码宝贝，与其说是看情怀不如说是看我们自己，那年暑假，那个童年，后来不经意间，我们长大了，故事中的他们也长大了，但我们应该自私的将自己就禁锢在童年而不愿面对长大吗？虽然这样就能永远在一起了，但这样的一起又有什么意义呢？PS：本片有很多情怀值得回味，太一的吹口哨，阿和的吹口琴，还有最后的进化将暴龙机都震裂了，算的上是真正的爆裂进化了。最后的最后，给被选召的孩子们，也给我们自己：即使长大了，我们的心也会在一起，不代表那段记忆会磨灭，而你，是我最好的搭档。	5
发ihsioaoibe	可以预见的主题，希望可以做的更悲剧些。	0
MF	“你们长大了，我们很开心”···有点儿残忍 有点儿不好看	2
夏澈允。	《数码宝贝》最好的剧场版，没有之一！很多的动漫剧场版是给现在的孩子们看的，而这一部的剧场版，是给现在的我们看的。	2
尘—飞	配乐杀我（开场是啥总忘了…
Butterfly蒙太奇😢
真的是“爷青结”（滚回去做实验…	2
夏日扬帆	这是一个数码宝贝打败at力场的故事（立意挺好的，情怀值满分）	2
楚yoyo	“你长大了呢” 
“可你却一直都没变”	4
麦小白	同样是讲成长和别离，《Toy3》是感动，这部是矫情。	3
英俊的俊*🌈	没什么内容，就是气，啪啪甩02（监督）的脸。还有武之内空，你下决心不打了还真是完全不打啊？？？？？？？？？？？太他妈让我失望了操 👈本気で怒ってる	1
雨尘	二代众有惊喜，一代众八人居然没有齐聚，超进化和究极进化也不完全，有很多遗憾吧	3
🧡Fairy🧡	情怀是最好的解药 但我们不能不长大	5
萧瑟	#数码宝贝 最后进化#
前十五分钟          10/10
后一个半小时       1/10
这片子最好的打开方式就是看完前十五分钟就跑，与其叫最后进化不如叫太一和阿和的婚后生活。这tm在演啥啊？数码宝贝从来是八个主角，阿助美美光子郎超进化都没有，阿武嘉儿纯工具人，素娜就两个镜头一句我相信你们就不参战了，战斗暴龙兽和钢铁加鲁鲁没有，最后究极进化出两个赛尔号画风的丑b。情怀都不会卖吗？本来好好拍这结局能赚足眼泪，但是现在我真的气的只想笑。幸亏是这结局，别再拍了，求你们了，别拍了。he,tui	6
阿V	回忆当年自己变成社畜之前和我的数码宝贝拜拜的时候也哭得和太一大和一样大声(´༎ຶД༎ຶ`)	2
施舍翅膀	不愧是20周年版，知道回馈粉丝，知道粉丝们真正想看什么，当然是初代Brave Heart进化（听到就忍不住滑泪）还有无限放大的梦Butterfly啊！！！开场几分钟就秒杀了收割情怀的重启动画。素娜的设置很棒，对于动画电影有深度了。然而很多地方都能看到神奇宝贝、火影的影子，没什么新的东西，战斗除了第一场后面也都比较水不够燃。长大会失去无限可能的设定很好懂也很悲哀，这个剧场版也献给的也包括所有已经长大的孩子，比如我！！！我们和里面被选中的孩子一样，数码宝贝既离开了，也永远陪伴。我们也是被选中的孩子啊！	1
夜潇狂	有光叔的数码宝贝才有内味，开局配乐场面满分，中段悬疑风太强有点柯南既视感最后的新进化只能说太贵了（一只六百多块，两只一千多块，万代卖胶不择手段）反派设定比较有趣。总体上虽然拍得有不少遗憾，但为了情怀还是加到五星了。	1
思念变成海	在这里引用一下复联的影评吧
“如果你不喜欢这部电影，说明他不是为你准备的，故事的终章是为读过故事的人准备的。”
我们真的应该前进了。	9
猫苦艾。	所以在最后，我们终于长大，成为一个平凡的大人，学着与年幼的那个勇敢无畏的自己告别，却怎么也想不起在梦中打倒的恶龙到底是什么样子。	0
微居1967	20周年剧场版与第二部剧情版设定有太多冲突了，剧情有点老套，与第一部剧情版剧场版有好几处相似的情节。	2
ふるさと	因为拥有无限可能成为被选召的孩子，异世界冒险后总会长大，终趋于日常的奔波与挣扎。羁绊消失于成人后的尴尬与疏离，印证了每个人生阶段珍贵的朋友只会陪伴一程，人生这趟单向列车，终是要独自一人。孩子要做梦，也带着一些落寞醒来。
既然八位孩子没有集体做主角，素娜也没有姓名的话，太一和阿和应该考虑一下终身大事了，亚古兽和加布兽合体这种事情，反正官方是做得的。	1
火焰anthony	外网看的，只难过数码宝贝粉丝体量太小如果今年重启的动画和电影不够卖座资本世界恐怕不会再费钱到这个IP了…… 且看且珍惜吧	7
小乔到手	什么狗东西	2
憨大仁	也许有的人有的事在到了某一个时间点就会要分开，我们要做的就是抓住现在的美好不留遗憾就好	0
Anasta	何必提醒我们已经长大呢，我们其实更想在故事里找到一点少年心气吧。 不过我的审美始终如一，从小就喜欢阿和，现在还是。	2
papapplov	太一阿和战斗记，素娜工具人实锤，镶边女主镜头少之又少。我想看群像，我想看他们八个人并肩作战，我想看八只数码宝贝为了勇气为了爱心为了坚持为了梦想努力。可这不妨碍他们的表面伙伴关系结束，不妨碍我在看到亚古兽加布兽消失后泪流满面，我们都不想长大，可是我们都必须长大	1
发条橙	童年杀系列。每个人都只能陪你走一段路。实话说，对于这个结局，虽然可以，但确实没必要。	1
清泉	素娜:不在，勿cue，没有被选召
巴鲁兽&哥玛兽&比丘兽:一句台词一个画面就是一生
飞虫兽:敌人太多了我们合体进化吧
V仔兽:什么合体，没听说过，不存在
二代们:装甲，什么装甲，没拿过没见过
一代&二代:徽章什么徽章，我们的徽章长什么样代表什么完全没听过
完全体是什么，究极体又是啥，没见过，没有的勿造谣，经典进化场景emmm好陌生的画面没见过呢
大和&素娜，光子郎&美美，大辅&嘉尔&阿武——怎么可能怎么能谈恋爱呢，我们都不是小孩子了
以上，电影真实场面
二代TV结局完全冲突，说的也是老话题了，现在人是不是就喜欢什么更真实更现实深有体会blabla，拜托要真实你去看网课啊看什么数码大冒险，我就是想要完美精彩的虚拟好吗，我就活在现实里我看个动画电影还要现实那我干脆看你的vlog好不好	4
行之🇨🇳	小时候并不是非常喜欢《数码宝贝》，更喜欢《宠物小精灵》。不过我也得承认，BGM一响起来的确有点激动。	0
隐姓埋名Alice	带儿子一起看，他很喜欢。	1
小爽小爽	给童年！一定会再见的！	1
tankdream	Ben Platt的歌词形容的太好了：When you are younger You'll wish you're older Then when you're older You'll wish for time to turn around Don't let your wonder turn into closure。长大了没成长的无限可能就得脱离联系 是有点残酷 但是也挺现实的。	0
西罗亚光明	一部给当年“被选召的我们”最好的情书。成长·告别的题材设定，不仅仅是为孩子们的羁绊划上句号，更是带领着一代观众们走出童年回忆中的那一趟冒险，不管接受与否，数码世界的大门已经在我们身后永远地关闭了。在有限的篇幅里，田口智久完全吊打tri系列，作画的精度、彩蛋的数量、剧作的意涵，以及情感层次与叙事体量，都是碾压级别的胜利——鹦鹉兽、嘉儿的哨子、蝴蝶的意象、进化曲，还有对一二代ost的重新编曲，伴随着在孩子们矛盾与胶着的情绪，一次次地叩击观众的泪腺与心门。随着搭档们必至的成长而日渐疏离的它们，因着无言的默契，主动推促着孩子们向未来走去，当butterfly的意象被打碎，这些数码兽们便永远滞留在过去的回忆里。彼此都不愿正式告别，回头却早已是泪流满面。可是啊，在无限大的梦想后面，“我们一定会再见的”！	3
德尔基西奥	从小到大一直是数码兽的铁粉，当得知LAST EVOLUTION将要引进大陆院线之后就决定要去大荧幕看，个把月来一直避免被剧透，终于在2020年10月30日坐进了电影院，第一次在大荧幕感受数码兽的魅力。这部也是数码兽20年来最好的剧场版，数码兽系列已经20年了，太一也要大学毕业了，那些从小看数码宝贝的人们也已长大了，这部剧场版就是给我们的礼物啊，热泪盈眶。一定还会进化的。	1
心之以往	初代就酱紫完结了
以后的故事就留给二代吧
结局真的哭崩
为什么羁绊值不够数码宝贝的结局就是死😭
小时候好喜欢美美哦
可惜这次只是打酱油
初代8人也没怎么合体战斗
PS.我记得小时候我还画过小光的迪路兽	1
爱在黎明破小钱	人是会不可逆地长大的，在长大的路上，一定会有一些东西永远离开我们，即便如此，我们也一定要无畏地前进，向着未来的自己。	0
维恩B	不是贩卖情怀对我越来越不奏效了，而是觉得主创没有随着观众一起“长大”。道理我都懂，但喊出来的成长再也无法触动我了，前半又像是拿了别人不要的剧本，又或许我早已在很多年前就完成了告别。所谓的羁绊不仅是与数码宝贝，还有一起战斗的伙伴们啊，有侧重点是好事但其他人几乎直接不出场就很过分，感情的变化也是需要塑造的，忽视掉了这段连系那就不是完整的《数码宝贝》。	3
灰色堡垒	一上来就放波莱罗舞曲，然后主角和暴龙兽出场，进化，主题曲响起的时候，我都想叫上当年看数码宝贝的小朋友都去看了！但是后来感觉就像无聊的大人在说动画片太幼稚了，这么多年，你该长大了……就算想不出精彩的场面，延续开头那个路线不好吗？	4
像个孩子	这部真的不错啊。没有消费情怀，故事性很完整，画面也不错。虽然剧情有点老套，但也很有诚意了。	2
宫唯明	一开始情怀还是挺重的，尤其是第一季的主题曲和进化曲出来的时候几近泪崩，但是当好人和坏人的设定反转之后剧情就崩了，开始落入俗套，有些可惜。但是又和太一他们是同龄人，他们所遇到的困境我也有感受，所以总的来说还是可以吧。顶多三星，加上情怀，四星。

PS：我看电影的时候我前排有一个人在录屏，真素感人	2
lixunhuan	总体无聊，偶有亮点，以后还是少看点这种自带粉丝滤镜的霓虹国动画吧。	0
北叟	恶俗的大BOSS和终究会长大的我们，果然成年人是不配拥有数码宝贝的	1
小人物	本来是看个情怀，结果剧情十分之共鸣，在空旷的电影院哭得担心隐形眼镜掉出来。	2
tankry	我还在等待被选召到数码宝贝世界的那一天。	0
Finn	整段重點放在太一跟阿和成長的苦痛，不只是面對大人生活的成長，還有與數碼寶貝的告別，其他人大概就打打醬油。而後延伸至救贖所有被選召的孩子，把成長之痛的主題烘托得高潮迭起，不過熱血刺激的戰鬥僅開場跟結尾有，還沒燃的BGM，整體基調偏生活憂鬱向。這部片主要賣情懷，畢竟道別這件事，沒看過一代的人，估計不會有淚點，但處理的方式也略感力道不足，消失的方式竟然是問個明天要幹嘛，就不見了，相信應該可以再處理得更好才對。此外，開場跟水晶之戰處理光影的方式有點不能接受，人物太亮了！即使嘉兒也可以翻成光，但也不要讓她整件衣服發光啊！這次既然特別強調前進未來這件事，那請不要再炒冷飯囉！有些美好就該在過去劃上完美的句點。話說紐約大學的教授，您日式英文說得真好。	0
#牛奶很忙#	我们的战争游戏 后 最好的数码宝贝	0
溺水的大象	如果成长中总有个人扮演先退场的一方。
《最后的进化》或许只是代替我们，向我们曾经最好的朋友坦然说了再见。	1
双月鲲鹏	感觉像是心头被挖了一块肉，长大了就不具有无限的可能性了，也就不再拥有数码兽了。	0
马份庄园小精灵	催泪弹	1
𝙎𝙝𝙚𝙚𝙥𝙎𝙝𝙚𝙚𝙥	这不是我所期待的最终章。情感投放错置在女反派上了，但我依然不舍得给这部陪伴了我整个童年的动画片打低分。	0
路人彦小二	童年情怀！本来是可以给5星的爷青回经典回归，可惜我最爱的角色——素娜和比丘兽全程酱油，二代目都比她多，我真的气炸了，好歹素娜是一代大女主，爱心徽章竟然第一个消失？编剧你不是人！你没有心！
数码宝贝应该是我唯一一部小时候赶着回家不想错过一集的动画片，实在是太爱了。一直以来以为它的人气很高，毕竟质量真的很赞，不想拉踩隔壁“妖怪”，但是数码宝贝的八位主人公的徽章：勇气、友情、爱心……8种性格真的对于年少的我影响很大
这样一部角色人设饱满，哲理性强的动画片，真的很新奇，所以值得我们这群90后爱了它20年，可惜是后续编剧没有水准跟上
数码宝贝有点动画版《仙剑奇侠传》的感觉，第一部经典大爆，第三部拓宽世界观，第四部还有点不同，五六如屎
我心中的数码宝贝不是双男主的卖腐，是8个人的群像	0
De.Areafrad	等了这么久终于可以看了 今年真是不容易 结尾被赚了一滴眼泪 我想请问编剧设计成其乐融融happy ending难道不香吗 但总体比四年前开始的那个tri.要好	0
やす	吹哨的那个画面太适合作过度解读了… 咳咳。立意和视觉和音乐都棒呆，有些画面堪比秒五，电影院啥时候开我要去哭一顿	1
Merovingian S	学会喝啤酒看成人片就会失去些天真的快乐	3
Singin'in rain	情怀满分，在大银幕上听到brave heart太满足了。故事不太满意，八个孩子都没有一起出现。。。最后进化的那个半兽人是什么鬼。。。最喜欢的场景是雅古兽问：甲虫兽，你最近过的怎么样？	0
黑猪	迟到结果走错影厅 进来就是大结局 然后 就这？？？电影结束	1
小影加油	人生来孤独，所有的陪伴都会终结，所有的羁绊也会离散。我们无法逆转时间，无法改变命运的定数，但是可以在有限的相聚里，更靠的再近一些…
Bgm燃起，进化的光芒照耀，再戴上那副眼镜，仿佛时光从未挪移。
及时只剩自己啊，也要好好的生活下去。被选中的孩子，虽然有分离的苦，但更有无法替代的回忆。

爷青回。

自从佐助和鸣人的查克拉都能合体之后，什么样的合体我都能接受了[微笑]	0
Ginn	每个人都是缅怀童年的，而只是我们的童年恰好是《数码宝贝》，恰好是那个夏天罢了！“太一”和“大和”长大了有了自己的生活，所以陪“亚古兽”和“加布兽”越来越少，直到它们消失……而这何尝不是我们自己的成长呢～我们都是“被选召的孩子们”，只是我们长的大了，我们的数码宝贝暂时离开了我们，但是我们永远怀念那个夏天😭电影里面有两个让人忍俊不禁的片段，一个就是用“数码暴龙机”进化变成了“智能手机”进化，而另一个就是“吹哨人”八神太一！🤣最后，谢谢你，小智！	2
Pierre Douce	我为何要来找虐受啊…但是boss的套路也套老套了…20周年编剧不能多点诚意…就要用这种方式说再也不出新作了？我觉得这样比起来还是pokemon玩家更幸福	3
奸商	以为是童年终结的催泪剧，结果你给我看个贩卖焦虑的说教片 눈_눈 呵呵呵，长大了就定型了哦，必须分开了哦，也许日本社会是吧，天朝职场没这感觉呀，四十几了换行当干的风生水起的朋友大有人在。对不起啊，哭不出来，我觉得搁天朝到老了数码宝贝还能进化|ω･)و ̑̑༉	3
冬天的冰块	10-30 现在已经11月1日12：03了，本来想10月把记录都填完的。昨天电影院一上映就去看了，知道也就是情怀拿来卖钱的，偶尔怀念也不错。开头的音乐啊，熟悉的数码宝贝啊，真的距离第一次看他们的自己，很远了。只是连最激动人心的进化的场景都没了，卖情怀也没卖到点子上	0
#墙头鸡蛋花#	4.5  最粗砺的感情表达，最是能击中当初守在电视机前的我们。我们终将长大，对童年的牵挂，再是不舍，越是强求也无非留在了过往。这时候，也要坚定不移地吹响哨子，喊出那句“战斗吧！前进啊！”可，眼泪还是会不争气地流下来，当思虑良久说出“明天，我们一起…”却再也说不下去的时候，会永远记得我们相遇的那个夏天，你最喜欢的蜜瓜味刨冰。你们，终于化作butterfly ，飞远了，留下一片绚烂的彩霞	2
WilliamOsborne	7.5/10。情怀作，初代二代都在。孩子们也有长大的烦恼。素娜线细思极恐。	2
大明弘治十年生	致敬童年。如果有一个可以让你一直做美梦的地方，永远不会醒来感触到一丝丝痛苦，你会去吗？我，可能会犹豫吧。	2
草间赤鼠	本身就是抱着哭的心态去的，果然哭成个泪人。就那种中二少年面对现实的无力感以及他们对童年珍爱的东西无可避免要逝去的悲痛感贯穿始终，黑压压的，你能怎么办呢？主角还能打一打，亚古兽和加布兽还能来一次最后的进化，你什么都做不了，只能哭了。	1
六元的小凶许	长大了数码宝贝就消失了，大家都是被选中的人。男生反而会比女生好哭，可能从小看的多。我前后的男生都看哭了	0
蜉蝣	想象中的朋友，现实中曾经的朋友，不管以后的路是否还是同一条路，都不会忘记过往和依靠，这就是成长。1988年主角们，也是陪伴我们成长的伙伴呀，希望以后不要拉出来鞭尸了。可以请回答1988	0
#零点#	做成这样可以了	0
纤纤	有很多回忆在里面的电影，名字本身已经代表很多，童年的一部分了。	1
Anarchy	小学后就没怎么看过，素娜是得罪谁了吗	0
电影仁	离开的数码宝贝同样带走了我们的童年	0
一心而用	想让大家都停留在过去的bossVS喊着向未来前进的太一阿和，完全是东映明明想出新系列却因商业惨败只能一遍遍炒DA冷饭的真实写照吧！
整个电影院就三个人，散场后前排的姐姐一直在抹眼泪……	2
IG打野边伯贤	我们都长大了阿——结束的时候同场次的人都没有走，看模样应该都是同龄人，和太一阿和这个时候差不多大的人。等片尾曲都放完了，什么期待中的彩蛋都没有出现，然后大家愣了几秒，不约而同的笑了。“都在等什么啊？”“还以为会有什么呢......”（情怀分）	4
言之命至	人类的感情真是很奇妙的东西，当看到开篇长大后的少年少女，以及熟悉的旋律跨越时空再次出现时，你就会忍不住泪目，甚至不需要理由，只要记住曾经的陪伴与勇敢，过往的时光与故人，以及那句“梦想无限大”就是了。	2
应用层协议	又一个要搞无限月读的中二boss，啊！——人类补完，月之眼，梦幻岛，whatever，并无本质区别，毕竟谁乐意长大啊？不过长大这事本来也由不得你。其实告别童年以及超级英雄归隐市井这类题材不是没拍过，甚至还有佳作，不过具体到少年救世主们长大之后怎样了，倒还真是片蓝海，而且小时候看过的动画片嘛，本就一花一世界，各有各的回忆，只不过就这么部拉长版动画片儿，还真碰撞不出多少作别童年的感怀之情，可能是我的心态足够未老先衰吧，当然和田光司的歌还是很顶，他是真正告别了我们的人。	0
Alfred	感谢数码暴龙陪伴我20年！	2
oh la la	诸多不满意，但情怀让我无法给差评。太一他们长大了，现实中的我也不再是小学时候第一次看它们的模样了。为这20周年纪念剧场版暂时忍忍分开下吧，太一和亚古兽一定会在见面的，就像如今的我，也依然会看《数码宝贝》	0
萤木C	就在电视上看过第一部，第二部的角色和合体的奥米加兽都get不到点，其他几个数码宝贝出场好少啊，算了，还是等多年以后陪小孩重温经典得了，小时候可太迷他们了，贴纸都可稀罕了	0
李湘	热泪盈眶！	0
菠螺酱	每个人只能陪你一段路，迟早是要分开的。前几天重看了山河故人，看到分别就想起来，夕阳西下，让我们好好告别吧。	1
登徒浪子	给童年一个交代	1
咕噜比关刀	没有最后樱花的那段就好了	2
TouchAndGo	成年人就不能拥有童话吗💔#人为什么要长大#	1
马赛克	离别这个主题永远不缺泪水，特别是对童年影响深刻的数码宝贝...开头一出波莱罗舞曲就知道稳了，自带AT力场的boss更是梦回第三新东京。不过更想看的是，当被选中的少年变成了三四十岁的社畜，依然还有梦想和无限的可能吗？	0
方氏修远甫	就当花钱进电影院听butterfly和brave heart了好叭。	3
Akasha	人总要学着一个人去长大
这么多年还是好喜欢亚古兽
亚古兽消失的时候真的哭了	1
斯内普	又是一个关于无限月读的传说，整体内容其实不太饱满，打斗也很单一，情怀分吧	1
驼哥哥说想安静	亚古兽看着太一说“太一你真的长大了”，却像是透过屏幕在跟我说，你长大了。数码宝贝，我童年的回忆。搬个凳子坐在电视机前看完了四部。第一部的太一，第二部的传承，第三部的红莲骑士兽，第四部的武装进化。童年早已离我远去，我对当时如数家珍的动画片的记忆也模糊了。只有零星的名字和片段还在我的脑海中。但当我一个人走进影院，不需要任何提示，所有的回忆似乎都从冰封中破土。我的青春回来了。我追着看的念念不忘的，挂在嘴边的那些人那些数码宝贝。再次看到时竟然会觉得怜惜。好久不见被选中的孩子们。如今我走进影院再次体会被选中的感觉，被告诉我已经长大了。长大的代价是没有可能性了，我要为我的一个个选择负责，要接受童年的消散和别离。“明天我们干什么呢”太一话还没有说完，亚古兽就不见了。那一刻真的觉得心好空。大概这就是长大吧。	2
MovieFace	都说是卖情怀，但还是泪目啦…	0
魚比阿拉	我真係好撚中意數碼暴龍啊diu！	1
秋刀鱼	知道为什么都是亚古兽第一个进化吗？ 是为了告诉你，无论做什么事，先用勇气开道。 知道为什么巴达兽总是最后一个进化吗？ 那是因为当你的友情，诚实，爱心，知识，纯真和光明都被现实无情的击碎后，仍要充满希望。回忆真是个好东西，我的童年有数码宝贝这部动画真的幸福。	1
杀猪大娘	ㅠㅠ	0
醉饮狂歌	太一和阿和已经长大，就像亚古兽和加鲁鲁兽幻化成蝴蝶带走了童年，去往永远不会被玷污的梦土	0
六姨太	数码宝贝之所以消失 是因为被选召的孩子长大都成了 打工人	2
若初	还记得二十年一堆人凑钱买2元一块的盗版光碟看的时光！那是我回不去的美好时光！再见了！亚古兽！	0
